package_name,github_owner,github_repo,commits_90d,commits_365d,commit_velocity_trend,contributors_total,contributors_90d,bus_factor,open_issues,closed_issues_90d,issue_response_time_median,days_since_last_release,release_frequency,release_regularity,weekly_downloads,download_trend,dependent_count,has_readme,has_license,repo_stars,repo_open_prs,days_since_last_commit,label
strip-ansi,chalk,strip-ansi,0,5,0.0,11,0,80.28,0,0,2.14,117,403.75,333.81,593894762,0.8629,0,1,1,500,0,9999,0
fancy-log,gulpjs,fancy-log,0,0,0.0,5,0,82.76,0,0,2.08,1627,459.0,415.01,4001728,0.8876,0,1,1,123,0,9999,0
triple-beam,winstonjs,triple-beam,0,0,0.0,5,0,46.88,8,0,0.0,1079,526.75,780.73,22542056,0.8838,0,1,1,26,6,9999,0
pino-std-serializers,pinojs,pino-std-serializers,4,19,0.8421,30,3,41.48,17,1,0.0,161,251.75,241.85,34221667,0.8725,0,1,1,75,7,0,1
@azure/logger,Azure,azure-sdk-for-js,658,1943,1.3546,30,26,23.01,759,1,0.05,108,1.5,1.12,15109438,0.9261,0,1,1,2294,180,0,1
log-driver,cainus,logdriver,0,0,0.0,4,0,76.74,2,0,4292.88,3045,353.75,511.77,1131381,0.8741,0,1,1,5,1,9999,0
electron-log,megahertz,electron-log,3,10,1.2,30,2,91.76,16,1,23.38,40,94.0,101.05,961576,0.9661,0,1,1,1468,0,40,1
webpack-log,shellscape,webpack-log,0,0,0.0,7,0,61.22,0,0,3117.66,1930,267.25,221.27,3079912,0.8921,0,1,1,18,0,9999,0
glogg,gulpjs,glogg,0,0,0.0,3,0,82.61,0,0,0.0,821,562.25,473.47,2543465,0.8538,0,1,1,18,0,9999,0
@google-cloud/logging,googleapis,nodejs-logging,0,5,0.0,30,0,11.8,13,1,0.0,6,185.75,157.93,2478830,0.9117,0,1,1,181,0,9999,0
gulplog,gulpjs,gulplog,0,0,0.0,6,0,68.97,0,0,0.0,821,774.75,994.16,2467722,0.9034,0,1,1,58,0,9999,0
@google-cloud/logging-winston,googleapis,nodejs-logging-winston,0,6,0.0,30,0,12.02,22,1,0.0,18,319.5,224.1,697804,0.9498,0,1,1,114,7,9999,0
loglevelnext,shellscape,loglevelnext,0,0,0.0,4,0,96.25,1,0,93.56,979,209.5,336.28,397574,0.8902,0,1,1,40,1,9999,0
console-log-level,watson,console-log-level,0,0,0.0,3,0,79.55,8,0,0.0,2656,314.75,312.36,788349,0.9173,0,1,1,114,6,9999,0
strong-log-transformer,strongloop,strong-log-transformer,0,0,0.0,2,0,79.37,6,0,0.0,2747,243.75,271.52,2114947,0.9037,0,1,1,10,3,9999,0
tslog,fullstack-build,tslog,0,23,0.0,25,0,89.41,76,1,0.0,266,191.75,202.47,2912269,0.5873,0,1,1,1627,10,9999,0
elastic-apm-node,elastic,apm-agent-nodejs,53,263,0.8061,30,5,42.9,376,1,0.0,249,52.75,52.36,478471,0.9174,0,1,1,594,42,1,1
logform,winstonjs,logform,5,6,3.3333,30,4,34.82,64,1,0.0,590,160.0,108.27,23285540,0.8998,0,1,1,267,23,10,1
tfunk,shakyShane,tfunk,0,0,0.0,3,0,94.87,3,0,0.17,2074,538.25,509.16,186530,0.9079,0,1,0,13,3,9999,0
loglevel,pimterry,loglevel,0,0,0.0,26,0,67.49,19,0,15.41,655,255.5,166.83,19481611,0.9017,0,1,1,2747,2,9999,0
cls-rtracer,puzpuzpuz,cls-rtracer,2,2,4.0,7,1,86.89,6,1,58.54,44,483.0,393.31,104926,0.8803,0,1,1,311,1,44,1
@opentelemetry/instrumentation-winston,open-telemetry,opentelemetry-js-contrib,81,455,0.7121,30,27,17.45,232,1,0.0,12,13.25,9.42,7983283,0.9391,0,1,1,912,36,5,1
sql-summary,elastic,sql-summary,0,0,0.0,2,0,91.67,2,0,0.0,2890,9999,9999,430670,0.8776,0,1,1,5,0,9999,0
abstract-logging,jsumners,abstract-logging,0,0,0.0,2,0,80.0,1,0,0.12,2075,9999,9999,8255160,0.8506,0,1,0,34,0,9999,0
@google-cloud/logging-bunyan,googleapis,nodejs-logging-bunyan,0,2,0.0,30,0,14.43,0,1,0.0,18,319.75,271.96,82423,1.013,0,1,1,65,0,9999,0
@probe.gl/stats,uber-web,probe.gl,0,0,0.0,12,0,43.15,29,1,0.0,122,178.0,162.25,928558,0.9448,0,1,1,51,20,9999,0
gradient-string,bokub,gradient-string,0,0,0.0,2,0,97.87,3,0,43.59,633,549.5,433.7,2284488,0.8928,0,1,1,1197,0,9999,0
logzio-nodejs,logzio,logzio-nodejs,0,0,0.0,30,0,17.8,40,0,0.0,399,85.25,67.83,57499,1.0988,0,1,1,39,39,9999,0
lambda-log,KyleRoss,node-lambda-log,0,0,0.0,8,0,89.11,12,0,0.0,1656,5.25,5.54,52785,0.9336,0,1,1,193,7,9999,0
bole,rvagg,bole,10,29,1.3793,9,3,42.62,0,1,0.0,0,13.5,9.86,1597379,0.9416,0,1,1,278,0,0,1
pino-debug,pinojs,pino-debug,0,7,0.0,16,0,29.49,13,0,3191.76,105,470.25,580.51,8821,0.9258,0,1,1,165,6,9999,0
draftlog,ivanseidel,node-draftlog,0,0,0.0,4,0,93.02,7,0,0.0,1915,369.5,636.53,19068,0.9045,0,1,1,1245,1,9999,0
ansicolor,xpl,ansicolor,0,0,0.0,10,0,90.19,5,0,0.0,841,195.25,274.82,108192,0.8869,0,1,1,126,0,9999,0
@logdna/tail-file,logdna,tail-file-node,0,0,0.0,5,0,55.36,3,0,0.42,802,163.0,150.18,1490419,0.9726,0,1,1,37,2,9999,0
raven-for-redux,captbaritone,raven-for-redux,0,0,0.0,7,0,76.67,11,0,8197.97,2783,99.5,69.96,5134,0.887,0,1,0,293,7,9999,0
bunyan,trentm,node-bunyan,0,0,0.0,30,0,93.14,294,1,0.0,1991,49.25,83.01,3732426,0.9336,0,1,1,7211,64,9999,0
@salesforce/bunyan,forcedotcom,node-bunyan,0,0,0.0,30,0,91.52,9,0,0.0,2274,9999,9999,49180,0.906,0,1,1,3,9,9999,0
cabin,cabinjs,cabin,0,0,0.0,5,0,70.61,0,1,36.36,574,109.75,82.55,1837,1.2405,0,1,1,891,0,9999,0
rxjs-spy,cartant,rxjs-spy,0,0,0.0,4,0,99.01,14,0,0.0,1634,256.25,147.88,14676,0.9447,0,1,1,705,8,9999,0
filter-console,sindresorhus,filter-console,0,0,0.0,3,0,75.0,0,0,18.51,1761,9999,9999,85773,0.9462,0,1,1,244,0,9999,0
@slack/logger,slackapi,node-slack-sdk,62,217,1.1429,30,10,35.45,73,1,18.23,40,601.25,368.89,10750298,0.8425,0,1,1,3377,34,1,1
ngx-logger,dbfannin,ngx-logger,0,0,0.0,30,0,69.53,21,0,285.05,1167,103.75,130.34,92620,0.8996,0,1,1,433,13,9999,0
node-loggly-bulk,loggly,node-loggly-bulk,0,0,0.0,28,0,46.77,19,0,0.0,678,313.0,203.94,109870,0.9098,0,1,1,18,3,9999,0
winston-logzio,logzio,winston-logzio,0,0,0.0,23,0,21.74,10,0,0.0,545,220.25,108.12,23118,1.2042,0,1,1,18,7,9999,0
gcloud,googlecloudplatform,gcloud-node,1440,3264,1.7647,30,11,17.79,619,1,0.0,3391,69.75,96.41,1836,1.0507,0,1,1,3182,134,0,1
express-logging,telefonica,node-express-logging,0,0,0.0,4,0,85.71,2,0,0.0,3681,9999,9999,255839,0.8696,0,1,1,17,2,9999,0
cf-nodejs-logging-support,SAP,cf-nodejs-logging-support,76,154,1.974,19,2,46.16,5,1,0.0,26,6.5,6.02,78521,0.9768,0,1,1,46,2,22,1
winston-transport-sentry-node,aandrewww,winston-transport-sentry-node,0,0,0.0,20,0,71.43,17,0,0.0,685,183.0,193.35,65494,0.9134,0,1,1,63,5,9999,0
winston-loggly-bulk,loggly,winston-loggly-bulk,0,2,0.0,30,0,22.31,8,0,0.0,214,425.5,315.89,34155,0.9108,0,1,1,37,0,9999,0
bunyan-sfdx-no-dtrace,cwallsfdc,node-bunyan,0,0,0.0,30,0,92.12,0,0,0.0,3394,9999,9999,7709,0.8079,0,1,1,2,0,9999,0
continuation-local-storage,othiym23,node-continuation-local-storage,0,0,0.0,11,0,63.46,49,0,0.0,3136,164.5,164.82,2327250,0.9065,0,1,1,1136,7,9999,0
morgan-body,sirrodgepodge,morgan-body,0,0,0.0,7,0,71.29,14,0,0.0,1144,204.75,153.51,29836,0.8374,0,1,1,102,7,9999,0
axios-debug-log,Gerhut,axios-debug-log,0,0,0.0,7,0,61.29,3,0,0.0,1316,185.0,191.96,233371,0.8275,0,1,1,132,1,9999,0
koa-bunyan-logger,koajs,bunyan-logger,0,0,0.0,12,0,27.78,3,0,0.0,2818,337.0,133.53,15317,0.7326,0,1,1,107,3,9999,0
@log4js-node/log4js-api,log4js-node,log4js-api,0,0,0.0,3,0,50.0,2,0,47.81,2882,9999,9999,64600,1.5042,0,1,1,34,1,9999,0
caterpillar,bevry,caterpillar,3,11,1.0909,4,1,58.85,6,1,0.0,907,5.75,8.84,10731,0.5044,0,1,1,402,0,2,1
babel-plugin-sitrep,tkh44,babel-plugin-sitrep,0,0,0.0,2,0,50.0,5,0,0.0,3176,6.75,9.52,126,0.7698,0,1,0,433,1,9999,0
cls-proxify,aigoncharov,cls-proxify,0,0,0.0,3,0,64.52,2,0,0.0,1593,9999,9999,28360,0.7514,0,1,1,161,0,9999,0
aurelia-logging,aurelia,logging,0,0,0.0,19,0,83.12,17,0,0.0,2646,181.75,74.13,26158,0.8485,0,1,1,24,17,9999,0
@logdna/logger,logdna,logger-node,2,2,4.0,10,2,56.19,3,1,18.81,676,120.25,97.49,27493,0.8522,0,1,1,36,1,17,0
ascii-art,khrome,ascii-art,0,0,0.0,3,0,97.73,9,0,0.0,1789,4.25,7.36,2329,0.7581,0,1,1,754,0,9999,0
gelf-pro,kkamkou,node-gelf-pro,0,1,0.0,10,0,95.93,5,1,0.0,536,202.5,132.39,24529,0.8443,0,1,1,73,2,9999,0
aurelia-logging-console,aurelia,logging-console,0,0,0.0,10,0,87.74,16,0,0.0,2645,252.75,376.08,16863,0.8693,0,1,1,16,16,9999,0
ololog,xpl,ololog,0,0,0.0,3,0,98.04,14,0,27.51,1911,1.25,2.17,6507,0.8214,0,1,1,218,0,9999,0
winston-loki,JaniAnttonen,winston-loki,0,19,0.0,23,0,70.7,33,1,0.0,130,168.25,195.17,247026,0.775,0,1,1,171,3,9999,0
seq-logging,datalust,seq-logging,4,14,1.1429,14,2,46.7,1,1,0.0,413,183.25,162.46,87141,0.8722,0,1,1,32,0,0,1
logdna,logdna,nodejs,0,0,0.0,22,0,67.5,1,0,3.41,1599,202.25,110.11,5791,0.6845,0,1,1,74,1,9999,0
better-logging,Olian04,better-logging,0,0,0.0,3,0,98.78,5,0,3774.46,1489,106.75,62.29,1184,0.8922,0,1,1,170,2,9999,0
acho,achojs,acho,0,0,0.0,8,0,92.56,1,1,0.0,2272,169.75,172.06,5043,0.5895,0,1,1,189,0,9999,0
winston-syslog,indexzero,winston-syslog,0,0,0.0,30,0,18.44,61,0,0.0,676,403.0,273.83,71589,0.9382,0,1,1,139,11,9999,0
bcrypt,kelektiv,node.bcrypt.js,1,7,0.5714,30,1,33.27,35,1,0.0,407,449.0,163.35,5649620,0.8769,0,1,1,7801,10,70,1
basic-auth,jshttp,basic-auth,7,13,2.1538,16,2,69.59,7,1,0.0,2833,293.25,65.02,18725246,0.8592,0,1,1,710,5,39,1
gtoken,google,node-gtoken,0,20,0.0,30,0,19.47,0,1,0.0,376,45.0,49.76,37275838,0.7771,0,1,1,120,0,9999,0
passport,jaredhanson,passport,0,0,0.0,30,0,93.55,398,1,0.0,938,177.25,226.92,7941980,0.8685,0,1,1,23532,43,9999,0
openid-client,panva,node-openid-client,35,120,1.1667,30,3,90.6,0,1,2.83,56,56.5,48.57,10344178,0.8896,0,1,1,2360,0,3,1
rate-limiter-flexible,animir,node-rate-limiter-flexible,30,145,0.8276,30,4,67.2,9,1,214.37,14,12.25,11.03,2674363,0.865,0,1,1,3562,2,14,1
auth0-js,auth0,auth0.js,78,281,1.1103,30,3,18.58,13,1,0.0,13,30.5,13.29,240045,0.9715,0,1,1,1053,12,5,1
@urql/exchange-auth,FormidableLabs,urql,21,51,1.6471,30,6,44.32,26,1,1.67,318,39.5,47.77,338301,0.8793,0,1,1,8959,9,1,1
koa-passport,rkusa,koa-passport,0,0,0.0,20,0,81.76,13,0,0.59,1233,347.25,265.69,311709,0.8681,0,1,1,771,3,9999,0
koa-basic-auth,koajs,basic-auth,0,0,0.0,10,0,48.15,0,0,836.37,2724,453.0,232.07,19298,0.8614,0,1,0,138,0,9999,0
auth0-lock,auth0,lock,72,141,2.0426,30,6,51.8,13,1,0.0,18,35.25,22.98,22046,0.9548,0,1,1,1140,11,5,1
passport-custom,mbell8903,passport-custom,0,0,0.0,9,0,71.43,5,0,0.0,2323,492.25,506.25,581246,0.8413,0,1,1,103,2,9999,0
passport-oauth1,jaredhanson,passport-oauth1,0,0,0.0,7,0,94.17,14,0,0.0,1209,871.0,706.61,445188,0.8969,0,1,1,24,10,9999,0
idtoken-verifier,auth0,idtoken-verifier,1,1,4.0,27,1,16.18,15,1,0.0,970,214.5,173.93,249314,0.9399,0,1,1,76,15,36,0
angular-auth-oidc-client,damienbod,angular-auth-oidc-client,32,103,1.2427,30,2,47.42,271,1,0.0,52,54.5,50.95,133624,0.8755,0,1,1,1233,17,25,1
@nhost/hasura-auth-js,nhost,nhost,400,904,1.7699,30,13,27.72,128,1,0.0,383,24.25,8.5,6432,0.7964,0,1,1,9212,46,-1,1
@okta/okta-auth-js,okta,okta-auth-js,11,30,1.4667,30,2,23.74,238,1,0.0,6,18.5,17.47,865674,0.9207,0,1,1,481,72,25,1
auth-header,izaakschroeder,auth-header,0,0,0.0,3,0,94.59,5,0,0.0,2863,330.0,333.0,148960,0.8864,0,1,0,23,3,9999,0
bcryptjs,dcodeIO,bcrypt.js,0,1,0.0,9,0,92.31,2,1,916.88,232,65.25,110.71,11726059,0.854,0,1,1,3797,2,9999,0
oidc-provider,panva,node-oidc-provider,64,179,1.4302,30,2,95.99,0,1,8.28,7,14.75,10.96,466270,0.9082,0,1,1,3756,0,3,1
verdaccio-htpasswd,verdaccio,monorepo,12,70,0.6857,30,2,27.69,2,1,0.0,3,6.0,4.47,671897,0.9623,0,1,0,85,0,40,0
payload,payloadcms,payload,502,1868,1.0749,30,14,28.55,832,1,0.0,1,2.0,1.0,460347,0.8982,0,1,1,43184,458,0,1
passport-gitlab2,fh1ch,passport-gitlab2,0,0,0.0,21,0,72.26,9,0,211.18,2690,9999,9999,42772,0.9079,0,1,1,38,3,9999,0
express-slow-down,nfriedly,express-slow-down,25,61,1.6393,30,2,65.05,1,1,0.0,103,167.5,118.14,284034,0.6064,0,1,1,301,0,0,1
express-jwt,auth0,express-jwt,1,3,1.3333,30,1,64.93,64,1,0.0,560,170.25,203.76,777311,0.9168,0,1,1,4512,14,52,0
koa2-ratelimit,ysocorp,koa2-ratelimit,0,0,0.0,11,0,53.95,19,0,0.0,1182,107.25,70.19,269537,0.8116,0,1,1,123,11,9999,0
upash,simonepri,upash,0,0,0.0,2,0,98.0,7,0,0.0,2881,9999,9999,4409,0.9024,0,1,1,540,1,9999,0
iron-session,vvo,iron-session,0,2,0.0,30,0,51.89,32,1,0.0,588,88.75,74.52,1517503,0.947,0,1,1,4131,16,9999,0
otpauth,hectorm,otpauth,10,56,0.7143,7,2,60.92,4,1,0.0,59,123.75,36.09,1566958,0.868,0,1,1,1456,4,59,1
@node-rs/bcrypt,napi-rs,node-rs,53,123,1.7236,21,4,30.4,43,1,0.0,565,56.5,67.19,231977,0.9201,0,1,1,1452,5,0,1
apple-signin-auth,a-tokyo,apple-signin-auth,2,2,4.0,12,1,72.07,2,1,1.72,432,104.0,96.02,195597,0.9168,0,1,1,179,2,2,0
passport-oauth2-refresh,fiznool,passport-oauth2-refresh,0,0,0.0,6,0,91.07,9,0,0.0,1164,278.5,228.95,60661,0.9272,0,1,1,188,5,9999,0
ember-simple-auth-token,jpadilla,ember-simple-auth-token,0,0,0.0,30,0,37.86,6,0,0.0,386,329.0,115.93,3674,1.1628,0,1,1,348,5,9999,0
passport-local,jaredhanson,passport-local,0,0,0.0,12,0,85.4,62,0,0.0,4489,161.75,246.14,2283241,0.8301,0,1,1,2757,13,9999,0
@commercetools/sdk-client-v2,commercetools,commercetools-sdk-typescript,120,228,2.1053,27,5,21.66,3,1,0.0,8,35.5,31.02,150860,0.8522,0,1,1,65,1,1,1
@clerk/clerk-react,clerkinc,javascript,493,1923,1.0255,30,21,23.47,117,1,8.01,27,16.75,11.39,1406856,0.9274,0,1,1,1716,94,-1,1
digest-fetch,devfans,digest-fetch,0,0,0.0,13,0,74.16,6,0,0.0,1029,34.75,39.82,644359,0.9607,0,1,1,41,4,9999,0
passport-windowslive,jaredhanson,passport-windowslive,0,0,0.0,4,0,94.52,6,1,0.0,3797,247.0,266.43,2437,0.8523,0,1,1,36,2,9999,0
remix-auth,sergiodxa,remix-auth,28,126,0.8889,30,2,44.79,5,1,0.0,436,139.25,80.65,135321,0.8166,0,1,1,2211,5,0,1
passport-google-oauth1,jaredhanson,passport-google-oauth1,0,0,0.0,2,0,92.86,2,0,0.0,3792,9999,9999,88335,0.9208,0,1,1,6,2,9999,0
@okta/okta-angular,okta,okta-angular,5,11,1.8182,21,2,17.35,26,1,0.0,27,108.0,109.19,52963,0.9517,0,1,1,52,10,6,1
react-apple-signin-auth,a-tokyo,react-apple-signin-auth,7,7,4.0,5,1,95.65,0,1,202.88,20,104.0,141.81,60208,1.0369,0,1,1,134,0,2,1
passport-steam,liamcurry,passport-steam,0,0,0.0,20,0,45.0,23,1,0.0,1101,291.75,202.93,20039,0.6724,0,1,1,358,8,9999,0
credential-plus,simonepri,credential-plus,0,0,0.0,2,0,98.0,7,0,0.0,3031,45.0,77.94,50,0.7529,0,1,1,540,1,9999,0
@hapi/cookie,hapijs,hapi-auth-cookie,0,0,0.0,30,0,29.9,10,0,0.0,1227,281.5,275.17,69268,1.0889,0,1,1,229,3,9999,0
passport-oauth2,jaredhanson,passport-oauth2,0,0,0.0,13,0,92.57,95,1,0.53,871,446.0,275.44,2096288,0.9138,0,1,1,619,23,9999,0
authy-client,ruimarinho,authy-client,0,0,0.0,6,0,59.52,16,0,0.0,2488,150.25,119.15,3371,0.987,0,1,0,122,15,9999,0
passport-linkedin,jaredhanson,passport-linkedin,0,0,0.0,5,0,87.5,14,0,168.01,3934,353.0,351.94,4342,0.9581,0,1,1,141,3,9999,0
@passport-next/passport,passport-next,passport,0,0,0.0,30,0,90.4,5,0,0.0,2386,100.0,46.06,1357,1.065,0,1,1,35,2,9999,0
passport-twitter-token,drudge,passport-twitter-token,0,0,0.0,10,0,51.85,5,0,26.54,3481,108.5,81.42,712,1.1148,0,1,1,52,0,9999,0
node-2fa,jeremyscalpello,node-2fa,0,0,0.0,4,0,46.43,20,0,0.0,1673,437.5,584.09,46828,0.8157,0,1,1,221,15,9999,0
ajv,ajv-validator,ajv,6,8,3.0,30,3,86.77,350,1,0.0,60,162.25,242.91,334498045,0.8815,0,1,1,14744,70,60,1
react-hook-form,react-hook-form,react-hook-form,131,262,2.0,30,18,88.56,52,1,0.0,3,6.5,1.12,55527954,0.944,0,1,1,44773,48,2,1
validator,validatorjs,validator.js,8,32,1.0,30,7,70.56,431,1,0.0,81,39.25,40.09,25481363,0.8915,0,1,1,23744,256,6,1
joi,sideway,joi,27,60,1.8,30,3,46.3,196,1,0.0,5,10.75,15.86,23440148,0.8672,0,1,1,21193,20,5,1
zod,colinhacks,zod,118,491,0.9613,30,30,73.03,221,1,0.0,49,0.0,0.0,209235222,0.8714,0,1,1,43036,124,12,1
requires-port,unshiftio,requires-port,0,0,0.0,4,0,44.23,2,0,0.0,3889,9999,9999,49703493,0.8863,0,1,1,11,1,9999,0
validate-npm-package-name,npm,validate-npm-package-name,9,28,1.2857,19,4,30.0,3,1,0.0,45,72.0,38.54,39449763,0.8688,0,1,1,315,1,4,1
@humanwhocodes/object-schema,humanwhocodes,object-schema,0,0,0.0,3,0,80.56,1,0,113.13,812,219.75,287.27,34974327,0.9025,0,1,1,33,1,9999,0
vee-validate,logaretm,vee-validate,0,26,0.0,30,0,94.9,169,1,1.71,111,119.5,72.09,1083315,0.8128,0,1,1,11263,32,9999,0
xmlchars,lddubeau,xmlchars,0,0,0.0,5,0,71.19,13,0,0.0,2481,18.5,31.47,64270811,0.8518,0,1,1,3,11,9999,0
@chakra-ui/form-control,chakra-ui,chakra-ui,80,583,0.5489,30,18,65.36,20,1,0.0,957,0.0,0.0,489108,0.9064,0,1,1,40476,15,1,1
css-tree,csstree,csstree,0,17,0.0,27,0,96.55,67,0,0.0,110,134.5,184.8,93147277,0.8793,0,1,1,2109,19,9999,0
@sideway/address,sideway,address,0,0,0.0,9,0,80.0,3,0,70.91,876,249.0,231.81,13724423,0.9102,0,1,1,33,3,9999,0
formik,formium,formik,0,12,0.0,30,0,86.9,837,1,0.0,224,198.5,226.73,4387181,0.8843,0,1,1,34343,132,9999,0
tcomb-validation,gcanti,tcomb-validation,0,0,0.0,5,0,95.05,13,0,24.7,3233,101.25,96.51,1516042,0.9449,0,1,1,397,0,9999,0
@hookform/resolvers,react-hook-form,resolvers,6,13,1.8462,30,3,32.14,70,1,23.66,32,86.25,95.52,46329031,0.9072,0,1,1,2245,9,32,1
superstruct,ianstormtaylor,superstruct,0,0,0.0,30,0,45.79,100,0,0.0,696,5.75,8.84,5341401,0.9094,0,1,1,7141,19,9999,0
airbnb-prop-types,airbnb,prop-types,0,1,0.0,16,0,92.5,11,0,22.69,2183,112.0,127.67,1380402,0.8533,0,1,1,668,1,9999,0
@hapi/joi,hapijs,joi,27,60,1.8,30,3,46.3,196,1,0.0,2292,17.25,21.51,2109376,0.8819,0,1,1,21193,20,5,1
prop-types-exact,airbnb,prop-types-exact,4,6,2.6667,2,1,99.01,1,0,6.35,541,54.75,62.29,1394741,0.8991,0,1,1,238,0,53,1
v8n,imbrn,v8n,0,0,0.0,10,0,93.04,0,0,114.28,1453,283.75,351.26,781342,0.9079,0,1,1,4145,0,9999,0
isemail,hapijs,isemail,0,0,0.0,12,0,75.0,10,0,137.81,2804,64.0,38.75,977003,0.8743,0,1,1,258,5,9999,0
@exodus/schemasafe,ExodusMovement,schemasafe,0,0,0.0,30,0,76.5,19,0,0.0,1028,4.75,5.07,4579373,0.9516,0,1,1,177,3,9999,0
validate.io-array,validate-io,array,0,0,0.0,2,0,95.45,0,0,0.0,4043,24.0,32.5,2644799,0.9014,0,1,1,3,0,9999,0
uniforms,vazco,uniforms,0,2,0.0,30,0,69.67,29,0,0.0,480,30.0,41.52,23172,0.8235,0,1,1,2103,4,9999,0
express-validator,express-validator,express-validator,16,34,1.8824,30,3,56.68,83,1,0.0,82,149.0,96.36,2076679,0.853,0,1,1,6238,21,4,1
validate.io-integer,validate-io,integer,0,0,0.0,1,0,100.0,0,0,0.0,4138,30.5,38.06,2122496,0.8881,0,1,1,2,0,9999,0
@hookform/devtools,react-hook-form,devtools,1,1,4.0,30,1,74.46,56,1,1.36,443,212.0,254.94,701165,0.9284,0,1,1,669,17,60,0
@tsed/platform-express,tsedio,tsed,130,439,1.1845,30,5,67.4,80,1,0.0,1,4.5,6.65,18802,0.8617,0,1,1,3079,35,1,1
@validatorjs/validator-dev,chriso,validator.js,8,32,1.0,30,7,70.56,431,1,0.0,2018,9999,9999,7,1.3527,0,1,1,23744,256,6,1
password-validator,tarunbatra,password-validator,0,0,0.0,13,0,85.64,7,0,6377.69,1500,138.0,145.51,131344,0.9655,0,1,1,283,2,9999,0
npm-user-validate,npm,npm-user-validate,9,23,1.5652,14,4,30.93,2,1,0.0,45,310.25,157.06,754194,0.9222,0,1,1,18,0,5,1
validate.io-function,validate-io,function,0,0,0.0,1,0,100.0,0,0,0.0,4141,43.0,73.9,2612618,0.8993,0,1,1,3,0,9999,0
informed,teslamotors,informed,4,18,0.8889,30,1,94.96,22,1,118.3,13,99.0,41.7,14978,0.9117,0,1,1,981,9,13,1
validate.io-integer-array,validate-io,integer-array,0,0,0.0,1,0,100.0,0,0,0.0,4140,9999,9999,2091396,0.8195,0,1,1,2,0,9999,0
@hookform/error-message,react-hook-form,error-message,0,0,0.0,9,0,58.26,18,0,0.0,1322,179.0,237.15,891025,0.8156,0,1,1,348,11,9999,0
graphql-query-complexity,slicknode,graphql-query-complexity,2,2,4.0,18,1,74.05,13,1,95.69,12,345.25,235.4,1079783,0.8795,0,1,1,747,4,12,1
is-json,joaquimserafim,is-json,6,6,4.0,1,1,100.0,9,1,26.03,27,1086.25,1432.53,1375370,0.8548,0,1,1,73,1,27,1
is2,stdarg,is2,0,0,0.0,5,0,46.15,4,0,0.0,1384,302.75,194.09,3989403,0.8932,0,1,1,10,2,9999,0
form-backend-validation,spatie,form-backend-validation,0,0,0.0,24,0,38.96,0,0,19.14,2167,141.5,104.75,16057,0.7233,0,1,1,779,0,9999,0
@braid/vue-formulate,wearebraid,vue-formulate,0,0,0.0,14,0,92.64,128,0,0.05,1614,117.75,122.38,9952,0.843,0,1,1,2241,13,9999,0
schema-typed,rsuite,schema-typed,0,0,0.0,11,0,70.0,12,0,0.0,438,90.5,122.02,144307,0.8909,0,1,1,200,4,9999,0
@apidevtools/swagger-parser,APIDevTools,swagger-parser,0,1,0.0,30,0,80.0,62,1,0.0,252,69.75,64.07,5299943,0.849,0,1,1,1201,4,9999,0
powerbi-models,Microsoft,powerbi-models,0,21,0.0,26,0,26.71,10,0,0.0,257,169.0,113.86,360996,0.8959,0,1,1,52,7,9999,0
validate.io-array-like,validate-io,array-like,0,0,0.0,1,0,100.0,0,0,4.17,3738,9999,9999,28261,0.9974,0,1,1,4,0,9999,0
ajv-draft-04,ajv-validator,ajv-draft-04,0,0,0.0,1,0,100.0,4,0,0.0,1857,9999,9999,13546609,0.8537,0,1,1,11,2,9999,0
validate.io-string-primitive,validate-io,string-primitive,0,0,0.0,2,0,85.71,0,0,0.0,3618,9999,9999,30449,1.0494,0,1,1,1,0,9999,0
validate.io-number-primitive,validate-io,number-primitive,0,0,0.0,1,0,100.0,0,0,0.0,4127,9999,9999,30276,0.8938,0,1,1,3,0,9999,0
vform,cretueusebiu,vform,0,0,0.0,5,0,94.49,11,1,0.0,1699,44.75,34.06,5344,0.6633,0,1,1,600,0,9999,0
validate.io-integer-primitive,validate-io,integer-primitive,0,0,0.0,1,0,100.0,0,0,0.0,4061,9999,9999,27851,0.9392,0,1,1,2,0,9999,0
fluent-json-schema,fastify,fluent-json-schema,7,16,1.75,30,5,50.0,11,1,0.0,439,144.0,118.85,42453,0.8727,0,1,1,524,4,5,1
validate.io-buffer,validate-io,buffer,0,0,0.0,1,0,100.0,0,0,0.0,3827,9999,9999,27717,1.0556,0,1,1,4,0,9999,0
validate.io-positive-integer,validate-io,positive-integer,0,0,0.0,1,0,100.0,0,0,0.0,4138,9999,9999,22907,0.9515,0,1,1,2,0,9999,0
validate.io-matrix-like,validate-io,matrix-like,0,0,0.0,1,0,100.0,0,0,0.0,4034,9999,9999,24478,0.9635,0,1,1,3,0,9999,0
envalid,af,envalid,13,25,2.08,30,2,70.64,5,1,6.58,14,141.75,85.74,609581,0.9116,0,1,1,1565,1,13,1
typechecker,bevry,typechecker,3,11,1.0909,6,1,76.8,4,1,0.0,908,5.5,8.96,274358,0.8498,0,1,1,50,0,2,1
koa-joi-router,koajs,joi-router,0,0,0.0,22,0,79.9,11,0,0.0,1883,182.0,68.62,8802,0.9997,0,1,1,452,5,9999,0
@sapphire/shapeshift,sapphiredev,shapeshift,0,25,0.0,14,0,53.19,11,0,0.0,198,15.25,11.26,914028,0.881,0,1,1,93,6,9999,0
